publish_date,headline_text,,,,,
20030221,nsw coroner clears docs over death of toddler,,,,,
20030221,nsw graziers record heavy rainfall,,,,,
20030221,nsw opps drug free prison plan not new amery,,,,,
20030221,nursing home worker suspended,,,,,
20030221,olonga sacked by his club,,,,,
20030221,one million tickets sold for rugby world cup,,,,,
20030221,otago open super 12 with a win,,,,,
20030221,owners hesitant over northerlys overseas jaunt,,,,,
20030221,pair face court over machete attack,,,,,
20030221,palestinian killed at gaza strip crossing point,,,,,
20030221,patterson irresponsible with no show edmond,,,,,
20030221,patterson no show childish wa minister,,,,,
20030221,patterson says health meeting a waste of time,,,,,
20030221,petrol prices on the rise,,,,,
20030221,petrol will hit 120 if war breaks out ssa,,,,,
20030221,plan may include puckapunyal roo cull,,,,,
20030221,planning for intersection revamp begins,,,,,
20030221,pm accuses european countries of encouraging saddam,,,,,
20030221,pm defends protest comments,,,,,
20030221,pm has no choice but to stay on through iraq,,,,,
20030221,pm praises costello over leadership patience,,,,,
20030221,png governor general urges election unity,,,,,
20030221,police charge man over stabbing,,,,,
20030221,police continue investigating cannabis crops,,,,,
20030221,police stations face uncertainty,,,,,
20030221,powell calls on un to uphold responsibilities over,,,,,
20030221,push likely to seek more aged care workers,,,,,
20030221,push to extend fraser is world heritage listing,,,,,
20030221,qantas plane makes emergency landing,,,,,
20030221,qantas says it has no info as prime terrorist,,,,,
20030221,qantas urged to update security in shadow of,,,,,
20030221,qld govt rejects land acquisition claims,,,,,
20030221,racv not surprised by petrol rationing talk,,,,,
20030221,rail firm to assess workers needs,,,,,
20030221,rain brings stock losses,,,,,
20030221,rain causes chaos on melbourne roads,,,,,
20030221,rain expected to continue across act,,,,,
20030221,rainfall likely to clear on weekend,,,,,
20030221,rain in nsw a welcome relief but drought not over,,,,,
20030221,rain not enough to be drought breaking,,,,,
20030221,rain offers water supply boost,,,,,
20030221,rejuvenated tyson cured by cash injection,,,,,
20030221,residents get fire assurances,,,,,
20030221,retail sector airs trading hours review concerns,,,,,
20030221,romario jeered teams brawl as fluminense held,,,,,
20030221,round the world in no forget it,,,,,
20030221,ruddock commends australias traveller controls,,,,,
20030221,salinity experts map water catchments,,,,,
20030221,sa nt to lose seats in federal parliament,,,,,
20030221,sas soldier charged with misconduct while in e,,,,,
20030221,schumacher seeks more speed from less noise,,,,,
20030221,seaman set for ajax match,,,,,
20030221,search for better life pays off,,,,,
20030221,second us nightclub fire kills 10,,,,,
20030221,senators offer input into coast issues,,,,,
20030221,several dead in fire at rhode island nightclub,,,,,
20030221,shire says planning policy not compromised,,,,,
20030221,slapping paedophile to have arm amputated,,,,,
20030221,state territory health ministers arrive for meeting,,,,,
20030221,stolen wage report looks to improve indigenous,,,,,
20030221,strike expected to mean milk shortages,,,,,
20030221,strike may disrupt nsw milk supply,,,,,
20030221,study considers alternative crops for sugar regions,,,,,
20030221,study to probe snowy motorcycle crashes,,,,,
20030221,teachers shortage set to get worse report,,,,,
20030221,team mates send best wishes to warne,,,,,
20030221,telstra chief embarrassed with 1 billion writedown,,,,,
20030221,telstra punished after massive hong kong write down,,,,,
20030221,telstra still hurting from hk joint venture,,,,,
20030221,thieves target esperance cars,,,,,
20030221,timor sea treaty will be ratfied shortly martin,,,,,
20030221,troubled torino praying for a miracle,,,,,
20030221,tuckey laments gungahlin drive planning problems,,,,,
20030221,turkey delays vote on us troops,,,,,
20030221,turkey digs heels in us lobbies for support for,,,,,
20030221,turkey forces us to weigh up strategies,,,,,
20030221,union condemns qantass contract labour plan,,,,,
20030221,us asks indonesia to improve human rights record,,,,,
20030221,us boost troop numbers in philippines,,,,,
20030221,us chiropractor to address gold coast gathering,,,,,
20030221,us intelligence analyst found guilty of spying,,,,,
20030221,usq researchers prepare for move,,,,,
20030221,valencia sense victory in benitez v benitez,,,,,
20030221,vic govt gets farmers drought update,,,,,
20030221,victorian farmers hope rain will break drought,,,,,
20030221,victoria welcomes rain relief,,,,,
20030221,vinnicombe rejects mps freeway claims,,,,,
20030221,waratahs go down in super 12 opener,,,,,
20030221,war impact on exercise unknown,,,,,
20030221,warne decision to be made saturday,,,,,
20030221,warne dope hearing underway,,,,,
20030221,williams and mclaren plan to take fia to court,,,,,
20030221,wine and avocados drive mutton and wool off nz,,,,,
20030221,wisla hold lazio in six goal thriller,,,,,
20030221,woodgate told to stay away from elland road,,,,,
20030221,workers return to work on burrup,,,,,
20030221,youth group unhappy with appeal for carers,,,,,
20030222,86 confirmed dead after us nightclub fire,,,,,
20030222,act tourist attractions honoured at awards night,,,,,
20030222,adelaide break port hearts,,,,,
20030222,al qaeda members jailed for us uk terrorist plots,,,,,
20030222,arafats number two outlines proposed ceasefire,,,,,
20030222,athens risks turning into games disaster ioc,,,,,
20030222,australia urged to abandon zimbabwe world cu,,,,,
